D:\Data\IMG\center_2020_03_29_11_28_01_909.jpg, D:\Data\IMG\left_2020_03_29_11_28_01_909.jpg, D:\Data\IMG\right_2020_03_29_11_28_01_909.jpg, 0, 0.3883381, 0, 0.3811904
D:\Data\IMG\center_2020_03_29_11_28_02_015.jpg, D:\Data\IMG\left_2020_03_29_11_28_02_015.jpg, D:\Data\IMG\right_2020_03_29_11_28_02_015.jpg, 0, 0.7454429, 0, 1.234711
D:\Data\IMG\center_2020_03_29_11_28_02_119.jpg, D:\Data\IMG\left_2020_03_29_11_28_02_119.jpg, D:\Data\IMG\right_2020_03_29_11_28_02_119.jpg, 0, 1, 0, 2.37772
D:\Data\IMG\center_2020_03_29_11_28_02_219.jpg, D:\Data\IMG\left_2020_03_29_11_28_02_219.jpg, D:\Data\IMG\right_2020_03_29_11_28_02_219.jpg, 0, 0.7116596, 0, 3.328228
D:\Data\IMG\center_2020_03_29_11_28_02_326.jpg, D:\Data\IMG\left_2020_03_29_11_28_02_326.jpg, D:\Data\IMG\right_2020_03_29_11_28_02_326.jpg, 0, 0.4000137, 0, 3.920542
D:\Data\IMG\center_2020_03_29_11_28_02_428.jpg, D:\Data\IMG\left_2020_03_29_11_28_02_428.jpg, D:\Data\IMG\right_2020_03_29_11_28_02_428.jpg, 0, 0.09487925, 0, 4.123487
D:\Data\IMG\center_2020_03_29_11_28_02_533.jpg, D:\Data\IMG\left_2020_03_29_11_28_02_533.jpg, D:\Data\IMG\right_2020_03_29_11_28_02_533.jpg, 0, 0, 0, 4.085312
D:\Data\IMG\center_2020_03_29_11_28_02_638.jpg, D:\Data\IMG\left_2020_03_29_11_28_02_638.jpg, D:\Data\IMG\right_2020_03_29_11_28_02_638.jpg, 0, 0.3151529, 0, 4.322102
D:\Data\IMG\center_2020_03_29_11_28_02_743.jpg, D:\Data\IMG\left_2020_03_29_11_28_02_743.jpg, D:\Data\IMG\right_2020_03_29_11_28_02_743.jpg, -0.3116376, 0.6267904, 0, 4.889595
D:\Data\IMG\center_2020_03_29_11_28_02_883.jpg, D:\Data\IMG\left_2020_03_29_11_28_02_883.jpg, D:\Data\IMG\right_2020_03_29_11_28_02_883.jpg, -0.7274388, 1, 0, 6.351569
D:\Data\IMG\center_2020_03_29_11_28_02_985.jpg, D:\Data\IMG\left_2020_03_29_11_28_02_985.jpg, D:\Data\IMG\right_2020_03_29_11_28_02_985.jpg, -0.444862, 1, 0, 7.505519
D:\Data\IMG\center_2020_03_29_11_28_03_092.jpg, D:\Data\IMG\left_2020_03_29_11_28_03_092.jpg, D:\Data\IMG\right_2020_03_29_11_28_03_092.jpg, -0.125401, 0.7123909, 0, 8.425645
D:\Data\IMG\center_2020_03_29_11_28_03_201.jpg, D:\Data\IMG\left_2020_03_29_11_28_03_201.jpg, D:\Data\IMG\right_2020_03_29_11_28_03_201.jpg, 0, 0.3532487, 0, 8.97318
D:\Data\IMG\center_2020_03_29_11_28_03_304.jpg, D:\Data\IMG\left_2020_03_29_11_28_03_304.jpg, D:\Data\IMG\right_2020_03_29_11_28_03_304.jpg, 0, 0.07185469, 0, 9.089367
D:\Data\IMG\center_2020_03_29_11_28_03_411.jpg, D:\Data\IMG\left_2020_03_29_11_28_03_411.jpg, D:\Data\IMG\right_2020_03_29_11_28_03_411.jpg, 0, 0, 0, 9.003661
D:\Data\IMG\center_2020_03_29_11_28_03_516.jpg, D:\Data\IMG\left_2020_03_29_11_28_03_516.jpg, D:\Data\IMG\right_2020_03_29_11_28_03_516.jpg, 0, 0, 0, 8.895337
D:\Data\IMG\center_2020_03_29_11_28_03_621.jpg, D:\Data\IMG\left_2020_03_29_11_28_03_621.jpg, D:\Data\IMG\right_2020_03_29_11_28_03_621.jpg, 0, 0, 0, 8.806166
D:\Data\IMG\center_2020_03_29_11_28_03_730.jpg, D:\Data\IMG\left_2020_03_29_11_28_03_730.jpg, D:\Data\IMG\right_2020_03_29_11_28_03_730.jpg, 0, 0, 0, 8.717793
D:\Data\IMG\center_2020_03_29_11_28_03_838.jpg, D:\Data\IMG\left_2020_03_29_11_28_03_838.jpg, D:\Data\IMG\right_2020_03_29_11_28_03_838.jpg, 0, 0.3547084, 0, 8.932005
D:\Data\IMG\center_2020_03_29_11_28_03_947.jpg, D:\Data\IMG\left_2020_03_29_11_28_03_947.jpg, D:\Data\IMG\right_2020_03_29_11_28_03_947.jpg, 0, 0.6515928, 0, 9.488529
D:\Data\IMG\center_2020_03_29_11_28_04_048.jpg, D:\Data\IMG\left_2020_03_29_11_28_04_048.jpg, D:\Data\IMG\right_2020_03_29_11_28_04_048.jpg, -0.2710509, 0.8438098, 0, 10.39233
D:\Data\IMG\center_2020_03_29_11_28_04_148.jpg, D:\Data\IMG\left_2020_03_29_11_28_04_148.jpg, D:\Data\IMG\right_2020_03_29_11_28_04_148.jpg, -0.5700579, 0.5448027, 0, 10.96521
D:\Data\IMG\center_2020_03_29_11_28_04_259.jpg, D:\Data\IMG\left_2020_03_29_11_28_04_259.jpg, D:\Data\IMG\right_2020_03_29_11_28_04_259.jpg, -0.9278692, 0.1869915, 0, 10.84518
D:\Data\IMG\center_2020_03_29_11_28_04_362.jpg, D:\Data\IMG\left_2020_03_29_11_28_04_362.jpg, D:\Data\IMG\right_2020_03_29_11_28_04_362.jpg, -0.6129558, 0, 0, 10.78473
D:\Data\IMG\center_2020_03_29_11_28_04_464.jpg, D:\Data\IMG\left_2020_03_29_11_28_04_464.jpg, D:\Data\IMG\right_2020_03_29_11_28_04_464.jpg, -0.3358783, 0, 0, 10.70567
D:\Data\IMG\center_2020_03_29_11_28_04_567.jpg, D:\Data\IMG\left_2020_03_29_11_28_04_567.jpg, D:\Data\IMG\right_2020_03_29_11_28_04_567.jpg, -0.03179152, 0, 0, 10.58116
D:\Data\IMG\center_2020_03_29_11_28_04_675.jpg, D:\Data\IMG\left_2020_03_29_11_28_04_675.jpg, D:\Data\IMG\right_2020_03_29_11_28_04_675.jpg, 0, 0, 0, 10.4448
D:\Data\IMG\center_2020_03_29_11_28_04_786.jpg, D:\Data\IMG\left_2020_03_29_11_28_04_786.jpg, D:\Data\IMG\right_2020_03_29_11_28_04_786.jpg, 0, 0, 0, 10.33963
D:\Data\IMG\center_2020_03_29_11_28_04_889.jpg, D:\Data\IMG\left_2020_03_29_11_28_04_889.jpg, D:\Data\IMG\right_2020_03_29_11_28_04_889.jpg, 0, 0.02769424, 0, 10.24018
D:\Data\IMG\center_2020_03_29_11_28_04_991.jpg, D:\Data\IMG\left_2020_03_29_11_28_04_991.jpg, D:\Data\IMG\right_2020_03_29_11_28_04_991.jpg, 0, 0.331154, 0, 10.40156
D:\Data\IMG\center_2020_03_29_11_28_05_092.jpg, D:\Data\IMG\left_2020_03_29_11_28_05_092.jpg, D:\Data\IMG\right_2020_03_29_11_28_05_092.jpg, 0, 0.6349089, 0, 10.94118
D:\Data\IMG\center_2020_03_29_11_28_05_198.jpg, D:\Data\IMG\left_2020_03_29_11_28_05_198.jpg, D:\Data\IMG\right_2020_03_29_11_28_05_198.jpg, 0, 0.9835042, 0, 11.70038
D:\Data\IMG\center_2020_03_29_11_28_05_304.jpg, D:\Data\IMG\left_2020_03_29_11_28_05_304.jpg, D:\Data\IMG\right_2020_03_29_11_28_05_304.jpg, 0, 1, 0, 13.15847
D:\Data\IMG\center_2020_03_29_11_28_05_406.jpg, D:\Data\IMG\left_2020_03_29_11_28_05_406.jpg, D:\Data\IMG\right_2020_03_29_11_28_05_406.jpg, -0.02924091, 1, 0, 14.21314
D:\Data\IMG\center_2020_03_29_11_28_05_516.jpg, D:\Data\IMG\left_2020_03_29_11_28_05_516.jpg, D:\Data\IMG\right_2020_03_29_11_28_05_516.jpg, -0.3859096, 0.6713005, 0, 15.13926
D:\Data\IMG\center_2020_03_29_11_28_05_620.jpg, D:\Data\IMG\left_2020_03_29_11_28_05_620.jpg, D:\Data\IMG\right_2020_03_29_11_28_05_620.jpg, -0.6980118, 0.3591983, 0, 15.38796
D:\Data\IMG\center_2020_03_29_11_28_05_720.jpg, D:\Data\IMG\left_2020_03_29_11_28_05_720.jpg, D:\Data\IMG\right_2020_03_29_11_28_05_720.jpg, -0.3979191, 0.05910565, 0, 15.46665
D:\Data\IMG\center_2020_03_29_11_28_05_821.jpg, D:\Data\IMG\left_2020_03_29_11_28_05_821.jpg, D:\Data\IMG\right_2020_03_29_11_28_05_821.jpg, -0.09578083, 0, 0, 15.26865
D:\Data\IMG\center_2020_03_29_11_28_05_921.jpg, D:\Data\IMG\left_2020_03_29_11_28_05_921.jpg, D:\Data\IMG\right_2020_03_29_11_28_05_921.jpg, 0, 0, 0, 15.15113
D:\Data\IMG\center_2020_03_29_11_28_06_029.jpg, D:\Data\IMG\left_2020_03_29_11_28_06_029.jpg, D:\Data\IMG\right_2020_03_29_11_28_06_029.jpg, 0, 0, 0, 14.94566
D:\Data\IMG\center_2020_03_29_11_28_06_139.jpg, D:\Data\IMG\left_2020_03_29_11_28_06_139.jpg, D:\Data\IMG\right_2020_03_29_11_28_06_139.jpg, 0, 0.02974699, 0, 14.76574
D:\Data\IMG\center_2020_03_29_11_28_06_247.jpg, D:\Data\IMG\left_2020_03_29_11_28_06_247.jpg, D:\Data\IMG\right_2020_03_29_11_28_06_247.jpg, 0, 0.3232133, 0, 14.89559
D:\Data\IMG\center_2020_03_29_11_28_06_353.jpg, D:\Data\IMG\left_2020_03_29_11_28_06_353.jpg, D:\Data\IMG\right_2020_03_29_11_28_06_353.jpg, 0, 0.6377712, 0, 15.37935
D:\Data\IMG\center_2020_03_29_11_28_06_459.jpg, D:\Data\IMG\left_2020_03_29_11_28_06_459.jpg, D:\Data\IMG\right_2020_03_29_11_28_06_459.jpg, 0, 0.9881987, 0, 16.38242
D:\Data\IMG\center_2020_03_29_11_28_06_563.jpg, D:\Data\IMG\left_2020_03_29_11_28_06_563.jpg, D:\Data\IMG\right_2020_03_29_11_28_06_563.jpg, 0, 1, 0, 17.55775
D:\Data\IMG\center_2020_03_29_11_28_06_673.jpg, D:\Data\IMG\left_2020_03_29_11_28_06_673.jpg, D:\Data\IMG\right_2020_03_29_11_28_06_673.jpg, 0, 1, 0, 18.44421
D:\Data\IMG\center_2020_03_29_11_28_06_778.jpg, D:\Data\IMG\left_2020_03_29_11_28_06_778.jpg, D:\Data\IMG\right_2020_03_29_11_28_06_778.jpg, -0.3440987, 1, 0, 19.62816
D:\Data\IMG\center_2020_03_29_11_28_06_884.jpg, D:\Data\IMG\left_2020_03_29_11_28_06_884.jpg, D:\Data\IMG\right_2020_03_29_11_28_06_884.jpg, -0.662685, 1, 0, 20.53656
D:\Data\IMG\center_2020_03_29_11_28_06_984.jpg, D:\Data\IMG\left_2020_03_29_11_28_06_984.jpg, D:\Data\IMG\right_2020_03_29_11_28_06_984.jpg, -0.3622901, 1, 0, 21.44603
D:\Data\IMG\center_2020_03_29_11_28_07_088.jpg, D:\Data\IMG\left_2020_03_29_11_28_07_088.jpg, D:\Data\IMG\right_2020_03_29_11_28_07_088.jpg, -0.07814528, 1, 0, 22.49434
D:\Data\IMG\center_2020_03_29_11_28_07_193.jpg, D:\Data\IMG\left_2020_03_29_11_28_07_193.jpg, D:\Data\IMG\right_2020_03_29_11_28_07_193.jpg, 0, 1, 0, 23.42716
D:\Data\IMG\center_2020_03_29_11_28_07_302.jpg, D:\Data\IMG\left_2020_03_29_11_28_07_302.jpg, D:\Data\IMG\right_2020_03_29_11_28_07_302.jpg, 0, 0.6743405, 0, 24.33451
D:\Data\IMG\center_2020_03_29_11_28_07_407.jpg, D:\Data\IMG\left_2020_03_29_11_28_07_407.jpg, D:\Data\IMG\right_2020_03_29_11_28_07_407.jpg, 0, 0.3888932, 0, 24.72147
D:\Data\IMG\center_2020_03_29_11_28_07_508.jpg, D:\Data\IMG\left_2020_03_29_11_28_07_508.jpg, D:\Data\IMG\right_2020_03_29_11_28_07_508.jpg, 0, 0.08628434, 0, 24.72696
D:\Data\IMG\center_2020_03_29_11_28_07_617.jpg, D:\Data\IMG\left_2020_03_29_11_28_07_617.jpg, D:\Data\IMG\right_2020_03_29_11_28_07_617.jpg, 0, 0, 0, 24.43759
D:\Data\IMG\center_2020_03_29_11_28_07_718.jpg, D:\Data\IMG\left_2020_03_29_11_28_07_718.jpg, D:\Data\IMG\right_2020_03_29_11_28_07_718.jpg, 0, 0.3031161, 0, 24.39455
D:\Data\IMG\center_2020_03_29_11_28_07_829.jpg, D:\Data\IMG\left_2020_03_29_11_28_07_829.jpg, D:\Data\IMG\right_2020_03_29_11_28_07_829.jpg, 0, 0.6022428, 0, 24.7165
D:\Data\IMG\center_2020_03_29_11_28_07_936.jpg, D:\Data\IMG\left_2020_03_29_11_28_07_936.jpg, D:\Data\IMG\right_2020_03_29_11_28_07_936.jpg, 0, 0.9540144, 0, 25.60241
D:\Data\IMG\center_2020_03_29_11_28_08_038.jpg, D:\Data\IMG\left_2020_03_29_11_28_08_038.jpg, D:\Data\IMG\right_2020_03_29_11_28_08_038.jpg, 0, 1, 0, 26.54546
D:\Data\IMG\center_2020_03_29_11_28_08_148.jpg, D:\Data\IMG\left_2020_03_29_11_28_08_148.jpg, D:\Data\IMG\right_2020_03_29_11_28_08_148.jpg, 0, 1, 0, 27.48728
D:\Data\IMG\center_2020_03_29_11_28_08_252.jpg, D:\Data\IMG\left_2020_03_29_11_28_08_252.jpg, D:\Data\IMG\right_2020_03_29_11_28_08_252.jpg, -0.2739119, 1, 0, 28.37526
D:\Data\IMG\center_2020_03_29_11_28_08_359.jpg, D:\Data\IMG\left_2020_03_29_11_28_08_359.jpg, D:\Data\IMG\right_2020_03_29_11_28_08_359.jpg, -0.5058836, 1, 0, 29.2331
D:\Data\IMG\center_2020_03_29_11_28_08_460.jpg, D:\Data\IMG\left_2020_03_29_11_28_08_460.jpg, D:\Data\IMG\right_2020_03_29_11_28_08_460.jpg, -0.1980386, 1, 0, 30.15292
D:\Data\IMG\center_2020_03_29_11_28_08_562.jpg, D:\Data\IMG\left_2020_03_29_11_28_08_562.jpg, D:\Data\IMG\right_2020_03_29_11_28_08_562.jpg, 0, 1, 0, 30.18783
D:\Data\IMG\center_2020_03_29_11_28_08_672.jpg, D:\Data\IMG\left_2020_03_29_11_28_08_672.jpg, D:\Data\IMG\right_2020_03_29_11_28_08_672.jpg, 0, 1, 0, 30.19004
D:\Data\IMG\center_2020_03_29_11_28_08_777.jpg, D:\Data\IMG\left_2020_03_29_11_28_08_777.jpg, D:\Data\IMG\right_2020_03_29_11_28_08_777.jpg, 0, 1, 0, 30.19031
D:\Data\IMG\center_2020_03_29_11_28_08_883.jpg, D:\Data\IMG\left_2020_03_29_11_28_08_883.jpg, D:\Data\IMG\right_2020_03_29_11_28_08_883.jpg, 0, 0.6795955, 0, 30.12471
D:\Data\IMG\center_2020_03_29_11_28_08_993.jpg, D:\Data\IMG\left_2020_03_29_11_28_08_993.jpg, D:\Data\IMG\right_2020_03_29_11_28_08_993.jpg, 0, 0.3811064, 0, 30.05127
D:\Data\IMG\center_2020_03_29_11_28_09_095.jpg, D:\Data\IMG\left_2020_03_29_11_28_09_095.jpg, D:\Data\IMG\right_2020_03_29_11_28_09_095.jpg, 0, 0.04474587, 0, 29.88148
D:\Data\IMG\center_2020_03_29_11_28_09_203.jpg, D:\Data\IMG\left_2020_03_29_11_28_09_203.jpg, D:\Data\IMG\right_2020_03_29_11_28_09_203.jpg, 0, 0, 0, 29.58892
D:\Data\IMG\center_2020_03_29_11_28_09_309.jpg, D:\Data\IMG\left_2020_03_29_11_28_09_309.jpg, D:\Data\IMG\right_2020_03_29_11_28_09_309.jpg, 0, 0, 0, 29.29175
D:\Data\IMG\center_2020_03_29_11_28_09_414.jpg, D:\Data\IMG\left_2020_03_29_11_28_09_414.jpg, D:\Data\IMG\right_2020_03_29_11_28_09_414.jpg, 0, 0.3155072, 0, 29.18356
D:\Data\IMG\center_2020_03_29_11_28_09_524.jpg, D:\Data\IMG\left_2020_03_29_11_28_09_524.jpg, D:\Data\IMG\right_2020_03_29_11_28_09_524.jpg, 0, 0.6152704, 0, 29.47701
D:\Data\IMG\center_2020_03_29_11_28_09_635.jpg, D:\Data\IMG\left_2020_03_29_11_28_09_635.jpg, D:\Data\IMG\right_2020_03_29_11_28_09_635.jpg, 0, 0.9761833, 0, 30.17253
D:\Data\IMG\center_2020_03_29_11_28_09_741.jpg, D:\Data\IMG\left_2020_03_29_11_28_09_741.jpg, D:\Data\IMG\right_2020_03_29_11_28_09_741.jpg, -0.3175955, 1, 0, 30.16706
D:\Data\IMG\center_2020_03_29_11_28_09_849.jpg, D:\Data\IMG\left_2020_03_29_11_28_09_849.jpg, D:\Data\IMG\right_2020_03_29_11_28_09_849.jpg, -0.6118203, 1, 0, 30.12971
D:\Data\IMG\center_2020_03_29_11_28_09_950.jpg, D:\Data\IMG\left_2020_03_29_11_28_09_950.jpg, D:\Data\IMG\right_2020_03_29_11_28_09_950.jpg, -0.378731, 1, 0, 30.18762
D:\Data\IMG\center_2020_03_29_11_28_10_050.jpg, D:\Data\IMG\left_2020_03_29_11_28_10_050.jpg, D:\Data\IMG\right_2020_03_29_11_28_10_050.jpg, -0.07707973, 0.6983488, 0, 30.1307
D:\Data\IMG\center_2020_03_29_11_28_10_152.jpg, D:\Data\IMG\left_2020_03_29_11_28_10_152.jpg, D:\Data\IMG\right_2020_03_29_11_28_10_152.jpg, 0, 0.39231, 0, 30.05025
D:\Data\IMG\center_2020_03_29_11_28_10_258.jpg, D:\Data\IMG\left_2020_03_29_11_28_10_258.jpg, D:\Data\IMG\right_2020_03_29_11_28_10_258.jpg, 0, 0.0423056, 0, 29.89267
D:\Data\IMG\center_2020_03_29_11_28_10_366.jpg, D:\Data\IMG\left_2020_03_29_11_28_10_366.jpg, D:\Data\IMG\right_2020_03_29_11_28_10_366.jpg, 0, 0, 0, 29.59665
D:\Data\IMG\center_2020_03_29_11_28_10_476.jpg, D:\Data\IMG\left_2020_03_29_11_28_10_476.jpg, D:\Data\IMG\right_2020_03_29_11_28_10_476.jpg, 0, 0, 0, 29.24036
D:\Data\IMG\center_2020_03_29_11_28_10_580.jpg, D:\Data\IMG\left_2020_03_29_11_28_10_580.jpg, D:\Data\IMG\right_2020_03_29_11_28_10_580.jpg, 0, 0, 0, 28.94673
D:\Data\IMG\center_2020_03_29_11_28_10_687.jpg, D:\Data\IMG\left_2020_03_29_11_28_10_687.jpg, D:\Data\IMG\right_2020_03_29_11_28_10_687.jpg, 0, 0, 0, 28.65605
D:\Data\IMG\center_2020_03_29_11_28_10_789.jpg, D:\Data\IMG\left_2020_03_29_11_28_10_789.jpg, D:\Data\IMG\right_2020_03_29_11_28_10_789.jpg, 0, 0, 0, 28.3683
D:\Data\IMG\center_2020_03_29_11_28_10_934.jpg, D:\Data\IMG\left_2020_03_29_11_28_10_934.jpg, D:\Data\IMG\right_2020_03_29_11_28_10_934.jpg, 0, 0, 0, 27.96988
D:\Data\IMG\center_2020_03_29_11_28_11_042.jpg, D:\Data\IMG\left_2020_03_29_11_28_11_042.jpg, D:\Data\IMG\right_2020_03_29_11_28_11_042.jpg, 0, 0.327602, 0, 28.05547
D:\Data\IMG\center_2020_03_29_11_28_11_144.jpg, D:\Data\IMG\left_2020_03_29_11_28_11_144.jpg, D:\Data\IMG\right_2020_03_29_11_28_11_144.jpg, 0, 0.6169889, 0, 28.47052
D:\Data\IMG\center_2020_03_29_11_28_11_248.jpg, D:\Data\IMG\left_2020_03_29_11_28_11_248.jpg, D:\Data\IMG\right_2020_03_29_11_28_11_248.jpg, 0, 0.907011, 0, 29.23355
D:\Data\IMG\center_2020_03_29_11_28_11_382.jpg, D:\Data\IMG\left_2020_03_29_11_28_11_382.jpg, D:\Data\IMG\right_2020_03_29_11_28_11_382.jpg, 0, 1, 0, 30.1907
D:\Data\IMG\center_2020_03_29_11_28_11_503.jpg, D:\Data\IMG\left_2020_03_29_11_28_11_503.jpg, D:\Data\IMG\right_2020_03_29_11_28_11_503.jpg, 0, 1, 0, 30.19009
D:\Data\IMG\center_2020_03_29_11_28_11_611.jpg, D:\Data\IMG\left_2020_03_29_11_28_11_611.jpg, D:\Data\IMG\right_2020_03_29_11_28_11_611.jpg, -0.325496, 1, 0, 30.17083
D:\Data\IMG\center_2020_03_29_11_28_11_728.jpg, D:\Data\IMG\left_2020_03_29_11_28_11_728.jpg, D:\Data\IMG\right_2020_03_29_11_28_11_728.jpg, -0.6747312, 1, 0, 30.12552
D:\Data\IMG\center_2020_03_29_11_28_11_832.jpg, D:\Data\IMG\left_2020_03_29_11_28_11_832.jpg, D:\Data\IMG\right_2020_03_29_11_28_11_832.jpg, -0.4141289, 0.7393977, 0, 30.1386
D:\Data\IMG\center_2020_03_29_11_28_11_936.jpg, D:\Data\IMG\left_2020_03_29_11_28_11_936.jpg, D:\Data\IMG\right_2020_03_29_11_28_11_936.jpg, -0.05089661, 0.3761654, 0, 30.03402
D:\Data\IMG\center_2020_03_29_11_28_12_038.jpg, D:\Data\IMG\left_2020_03_29_11_28_12_038.jpg, D:\Data\IMG\right_2020_03_29_11_28_12_038.jpg, 0, 0.06805256, 0, 29.91002
D:\Data\IMG\center_2020_03_29_11_28_12_144.jpg, D:\Data\IMG\left_2020_03_29_11_28_12_144.jpg, D:\Data\IMG\right_2020_03_29_11_28_12_144.jpg, 0, 0, 0, 29.61549
D:\Data\IMG\center_2020_03_29_11_28_12_247.jpg, D:\Data\IMG\left_2020_03_29_11_28_12_247.jpg, D:\Data\IMG\right_2020_03_29_11_28_12_247.jpg, 0.2725608, 0, 0, 29.26379
D:\Data\IMG\center_2020_03_29_11_28_12_349.jpg, D:\Data\IMG\left_2020_03_29_11_28_12_349.jpg, D:\Data\IMG\right_2020_03_29_11_28_12_349.jpg, 0.58538, 0, 0, 28.73932
D:\Data\IMG\center_2020_03_29_11_28_12_454.jpg, D:\Data\IMG\left_2020_03_29_11_28_12_454.jpg, D:\Data\IMG\right_2020_03_29_11_28_12_454.jpg, 0.6849344, 0, 0, 27.98544
D:\Data\IMG\center_2020_03_29_11_28_12_562.jpg, D:\Data\IMG\left_2020_03_29_11_28_12_562.jpg, D:\Data\IMG\right_2020_03_29_11_28_12_562.jpg, 0.3616655, 0, 0, 27.72909
D:\Data\IMG\center_2020_03_29_11_28_12_670.jpg, D:\Data\IMG\left_2020_03_29_11_28_12_670.jpg, D:\Data\IMG\right_2020_03_29_11_28_12_670.jpg, 0.0633304, 0, 0, 27.46907
D:\Data\IMG\center_2020_03_29_11_28_12_772.jpg, D:\Data\IMG\left_2020_03_29_11_28_12_772.jpg, D:\Data\IMG\right_2020_03_29_11_28_12_772.jpg, 0, 0, 0, 27.17618
D:\Data\IMG\center_2020_03_29_11_28_12_874.jpg, D:\Data\IMG\left_2020_03_29_11_28_12_874.jpg, D:\Data\IMG\right_2020_03_29_11_28_12_874.jpg, 0, 0, 0, 26.84821
D:\Data\IMG\center_2020_03_29_11_28_12_978.jpg, D:\Data\IMG\left_2020_03_29_11_28_12_978.jpg, D:\Data\IMG\right_2020_03_29_11_28_12_978.jpg, -0.3104014, 0, 0, 26.4898
D:\Data\IMG\center_2020_03_29_11_28_13_084.jpg, D:\Data\IMG\left_2020_03_29_11_28_13_084.jpg, D:\Data\IMG\right_2020_03_29_11_28_13_084.jpg, -0.6285314, 0, 0, 25.9883
D:\Data\IMG\center_2020_03_29_11_28_13_187.jpg, D:\Data\IMG\left_2020_03_29_11_28_13_187.jpg, D:\Data\IMG\right_2020_03_29_11_28_13_187.jpg, -0.7578695, 0, 0, 25.3792
D:\Data\IMG\center_2020_03_29_11_28_13_291.jpg, D:\Data\IMG\left_2020_03_29_11_28_13_291.jpg, D:\Data\IMG\right_2020_03_29_11_28_13_291.jpg, -0.4643594, 0, 0, 25.10572
D:\Data\IMG\center_2020_03_29_11_28_13_398.jpg, D:\Data\IMG\left_2020_03_29_11_28_13_398.jpg, D:\Data\IMG\right_2020_03_29_11_28_13_398.jpg, -0.09429809, 0, 0, 24.83235
D:\Data\IMG\center_2020_03_29_11_28_13_500.jpg, D:\Data\IMG\left_2020_03_29_11_28_13_500.jpg, D:\Data\IMG\right_2020_03_29_11_28_13_500.jpg, 0, 0, 0, 24.55675
D:\Data\IMG\center_2020_03_29_11_28_13_609.jpg, D:\Data\IMG\left_2020_03_29_11_28_13_609.jpg, D:\Data\IMG\right_2020_03_29_11_28_13_609.jpg, 0, 0, 0, 24.30569
D:\Data\IMG\center_2020_03_29_11_28_13_717.jpg, D:\Data\IMG\left_2020_03_29_11_28_13_717.jpg, D:\Data\IMG\right_2020_03_29_11_28_13_717.jpg, 0, 0, 0, 24.01288
D:\Data\IMG\center_2020_03_29_11_28_13_819.jpg, D:\Data\IMG\left_2020_03_29_11_28_13_819.jpg, D:\Data\IMG\right_2020_03_29_11_28_13_819.jpg, 0, 0, 0, 23.77181
D:\Data\IMG\center_2020_03_29_11_28_13_931.jpg, D:\Data\IMG\left_2020_03_29_11_28_13_931.jpg, D:\Data\IMG\right_2020_03_29_11_28_13_931.jpg, 0, 0, 0, 23.53313
